,state,date,max_temp,humidity,cloudiness,wind_speed,description,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sum_passengers,city_rank,qol_index,purchase_power,safety,healh_care,cost_of_living,prop_to_income_ratio,traffic_comm_time,pollution,climate,city,latitude,longitude,high_q
1529,MA,2023-03-02 01:56:00,39.42,82,100,11.99,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Fairhaven,41.6376,-70.9036,0
1530,TX,2023-03-02 01:56:00,76.55,43,0,0.0,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Kerrville,30.0474,-99.1403,1
1534,MN,2023-03-02 01:56:01,11.17,78,0,6.91,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Fergus Falls,46.283,-96.0776,0
1535,NJ,2023-03-02 01:56:01,39.49,78,44,3.0,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Hopatcong,40.9329,-74.6593,0
1536,NC,2023-03-02 01:56:02,53.85,100,0,0.0,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Roanoke Rapids,36.4615,-77.6542,1
1538,ND,2023-03-02 01:54:52,4.06,72,0,5.75,   Government Expenditures ,84182.0,96608.0,104104.0,114135.0,123153.0,130834.0,135114.0,135881.0,143473.0,153745.0,0.00M,,,,,,,,,,,Bismarck,46.8083,-100.7837,0
1539,NC,2023-03-02 01:56:03,57.15,84,0,3.44,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Clemmons,36.0215,-80.382,1
1541,AZ,2023-03-02 01:55:37,61.38,47,100,27.63,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Chandler,33.3062,-111.8412,0
1543,NM,2023-03-02 01:57:04,41.56,42,100,6.91,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Los Alamos,35.8881,-106.307,0
1544,NM,2023-03-02 01:57:04,50.14,38,100,1.99,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Los Lunas,34.8062,-106.7334,0
1545,MO,2023-03-02 01:57:05,55.29,43,0,6.91,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Republic,37.12,-93.4802,0
1547,MN,2023-03-02 01:54:35,29.07,82,100,12.66,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Prior Lake,44.7133,-93.4227,0
1548,MI,2023-03-02 01:57:07,39.34,87,0,4.61,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Forest Hills,42.9595,-85.4898,0
1549,NY,2023-03-02 01:57:07,34.11,91,100,9.22,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Gloversville,43.0528,-74.3438,0
1551,MI,2023-03-02 01:57:07,36.18,87,20,3.44,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Muskegon,43.3,-86.1334,0
1552,MS,2023-03-02 01:57:08,65.08,99,100,5.75,   Government Expenditures ,161720.0,176969.0,179349.0,184860.0,184154.0,178866.0,179630.0,165845.0,173008.0,185792.0,0.01M,,,,,,,,,,,Horn Lake,34.9554,-90.0348,0
1553,TX,2023-03-02 01:54:11,54.55,34,1,12.66,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Pampa,35.5362,-100.9599,1
1557,CA,2023-03-02 01:55:43,48.38,47,40,19.57,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Rancho Cucamonga,34.1064,-117.5931,1
1563,GA,2023-03-02 01:57:10,75.18,64,0,6.91,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Cordele,31.9635,-83.7824,0
1564,NY,2023-03-02 01:57:10,42.67,82,0,0.0,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Elmira,42.0898,-76.8077,0
1566,FL,2023-03-02 01:57:11,75.22,61,4,4.72,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Labelle,26.7617,-81.4384,1
1570,FL,2023-03-02 01:57:11,73.02,92,13,4.0,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Ferry Pass,30.5102,-87.2125,1
1574,FL,2023-03-02 01:57:12,74.98,81,0,11.5,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Vero Beach,27.6386,-80.3973,1
1578,CA,2023-03-02 01:57:12,53.53,58,7,18.72,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Tracy,37.7397,-121.4252,1
1584,GA,2023-03-02 01:57:13,72.48,82,0,0.0,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Statesboro,32.4488,-81.7832,0
1585,ND,2023-03-02 01:57:13,1.38,85,0,5.75,   Government Expenditures ,84182.0,96608.0,104104.0,114135.0,123153.0,130834.0,135114.0,135881.0,143473.0,153745.0,0.00M,,,,,,,,,,,Devils Lake,48.1128,-98.8651,0
1586,TX,2023-03-02 01:57:14,64.24,69,0,4.61,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Arlington,32.7357,-97.1081,1
1590,NJ,2023-03-02 01:54:21,46.69,85,100,1.99,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Camden,39.7835,-74.9663,0
1591,NY,2023-03-02 01:57:14,34.18,88,100,10.36,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Plattsburgh,44.6995,-73.4529,0
1593,WA,2023-03-02 01:57:15,44.31,70,100,13.8,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Burien,47.4704,-122.3468,0
1595,CA,2023-03-02 01:57:17,53.82,35,20,20.71,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Brawley,32.9787,-115.5303,1
1601,WA,2023-03-02 01:53:43,36.01,64,75,11.5,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Spokane,47.6166,-117.3677,0
1603,TX,2023-03-02 01:57:18,58.96,18,61,11.01,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Levelland,33.5873,-102.378,1
1607,NM,2023-03-02 01:57:19,62.71,16,0,19.57,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Las Cruces,32.3123,-106.7783,0
1608,AR,2023-03-02 01:57:19,62.64,60,20,5.75,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Fort Smith,35.3859,-94.3986,0
1609,OK,2023-03-02 01:57:20,57.76,38,0,8.05,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Sapulpa,35.9987,-96.1142,1
1610,IN,2023-03-02 01:57:21,48.25,92,0,0.0,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Michigan City,41.7075,-86.895,0
1611,MT,2023-03-02 01:57:22,29.5,80,100,15.01,   Government Expenditures ,97938.0,105451.0,108145.0,107903.0,106456.0,103700.0,106132.0,96243.0,95295.0,105947.0,0.01M,,,,,,,,,,,Kalispell,48.1958,-114.3129,0
1612,TX,2023-03-02 01:57:22,77.16,81,0,14.97,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Alice,27.7523,-98.0697,1
1616,MO,2023-03-02 01:55:47,58.1,60,0,12.66,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Lake Saint Louis,38.7976,-90.7857,0
1618,TN,2023-03-02 01:58:23,64.49,92,100,1.99,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Shelby,35.2001,-89.8668,0
1619,AR,2023-03-02 01:58:24,62.62,61,20,5.75,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Van Buren,35.4368,-94.3483,0
1620,OK,2023-03-02 01:58:25,57.06,62,100,6.85,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Okmulgee,35.6234,-95.9605,1
1621,MI,2023-03-02 01:58:25,43.93,88,0,1.01,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Benton Harbor,42.1167,-86.4542,0
1622,AL,2023-03-02 01:58:27,75.22,72,0,5.75,,,,,,,,,,,,0.00M,,,,,,,,,,,Phenix City,32.471,-85.0008,0
1623,TX,2023-03-02 01:58:27,64.33,77,0,4.61,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Rockwall,32.9001,-96.4003,1
1627,MA,2023-03-02 01:58:28,39.09,84,100,11.99,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,New Bedford,41.6362,-70.9342,0
1628,TN,2023-03-02 01:55:57,68.77,86,100,0.0,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Tullahoma,35.362,-86.2094,0
1629,AL,2023-03-02 01:58:30,76.51,60,0,11.5,,,,,,,,,,,,0.00M,,,,,,,,,,,Prattville,32.464,-86.4597,0
1630,MN,2023-03-02 01:58:30,33.1,85,100,10.36,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Red Wing,44.5625,-92.5338,0
1631,NV,2023-03-02 01:55:09,47.8,48,100,9.22,   Government Expenditures ,316335.0,340096.0,353422.0,375916.0,408103.0,435776.0,457224.0,448123.0,466004.0,497532.0,5.86M,54.0,147.9,110.5,44.3,55.0,73.3,3.7,27.1,52.5,57.4,North Las Vegas,36.1989,-115.1175,0
1632,CA,2023-03-02 01:58:33,51.55,47,82,10.25,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Napa,38.4832,-122.3344,1
1638,SC,2023-03-02 01:58:34,69.87,86,0,9.22,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Bluffton,32.2371,-80.8604,0
1639,PA,2023-03-02 01:56:25,49.19,71,83,7.05,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Carlisle,40.2015,-77.1889,0
1641,NJ,2023-03-02 01:58:35,43.18,83,73,1.99,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,South River,40.4465,-74.386,0
1642,CA,2023-03-02 01:58:35,50.32,56,5,18.95,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Mendota,36.7536,-120.3816,1
1648,TX,2023-03-02 01:58:38,64.35,62,0,9.22,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,The Colony,33.089,-96.8864,1
1652,WI,2023-03-02 01:58:38,32.27,100,100,16.11,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Menomonie,44.8755,-91.9193,0
1654,SC,2023-03-02 01:58:39,71.76,91,75,9.22,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Charleston,32.7766,-79.9309,0
1655,MS,2023-03-02 01:58:40,73.74,93,100,9.22,   Government Expenditures ,161720.0,176969.0,179349.0,184860.0,184154.0,178866.0,179630.0,165845.0,173008.0,185792.0,0.01M,,,,,,,,,,,Gulfport,30.3674,-89.0928,0
1656,MA,2023-03-02 01:57:44,37.94,78,100,1.01,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Norfolk,42.1668,-71.2495,0
1657,IA,2023-03-02 01:59:01,33.62,84,100,16.11,   Government Expenditures ,146985.0,152780.0,158470.0,161517.0,168328.0,175019.0,180499.0,187210.0,198314.0,218073.0,0.00M,,,,,,,,,,,Ames,42.0347,-93.6199,0
1658,AL,2023-03-02 01:59:41,74.97,72,100,6.91,,,,,,,,,,,,0.00M,,,,,,,,,,,Hueytown,33.4512,-86.9967,0
1659,MN,2023-03-02 01:59:41,31.24,87,100,17.27,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Faribault,44.295,-93.2688,0
1660,MI,2023-03-02 01:59:35,43.05,78,40,4.61,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Fenton,42.7978,-83.7049,0
1661,CT,2023-03-02 01:59:43,39.52,87,100,10.36,   Government Expenditures ,139311.0,147599.0,154708.0,159055.0,154264.0,148680.0,145438.0,151814.0,160154.0,169307.0,3.38M,,,,,,,,,,,Shelton,41.3165,-73.0932,0
1662,IN,2023-03-02 01:59:43,58.32,65,100,13.8,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Marion,39.7684,-86.1555,0
1663,ID,2023-03-02 01:59:44,38.03,69,73,5.17,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Emmett,43.8735,-116.4993,0
1664,AR,2023-03-02 01:59:13,63.0,98,100,7.0,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Hot Springs,34.5037,-93.0552,0
1665,GA,2023-03-02 01:58:01,72.39,76,0,9.22,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Fulton,33.7668,-84.4499,0
1666,OH,2023-03-02 01:56:28,66.76,34,20,8.05,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Zanesville,39.9404,-82.0132,1
1668,FL,2023-03-02 01:59:45,72.1,85,0,6.29,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Bayonet Point,28.3267,-82.6834,1
1672,TX,2023-03-02 01:59:46,58.46,33,40,6.91,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Taylor,32.3001,-99.8337,1
1676,GA,2023-03-02 01:59:46,71.19,83,96,5.77,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Douglasville,33.7515,-84.7477,0
1677,MN,2023-03-02 01:55:38,32.02,93,100,12.66,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Albert Lea,43.648,-93.3683,0
1678,OH,2023-03-02 01:59:46,55.96,77,100,5.01,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Berea,41.3662,-81.8543,1
1680,FL,2023-03-02 01:59:48,75.02,78,0,0.0,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Homestead,25.4687,-80.4776,1
1684,AZ,2023-03-02 01:59:48,40.48,94,100,6.91,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Sedona,34.8697,-111.761,0
1686,AZ,2023-03-02 01:59:48,60.35,41,100,25.32,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Flowing Wells,32.294,-111.0098,0
1688,KY,2023-03-02 01:59:48,65.23,88,40,9.22,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Radcliff,37.8404,-85.9491,0
1689,WI,2023-03-02 01:55:22,36.84,83,97,5.01,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Onalaska,43.8844,-91.2351,0
1691,WI,2023-03-02 01:59:49,35.85,91,100,4.61,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Neenah,44.1858,-88.4626,0
1693,TX,2023-03-02 01:56:38,82.13,47,0,4.61,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Uvalde,29.3669,-99.767,1
1697,ID,2023-03-02 01:56:43,28.15,82,100,11.5,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Chubbuck,42.9208,-112.4661,0
1698,CA,2023-03-02 01:59:51,51.03,91,100,5.55,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Redding,40.5865,-122.3917,1
1704,WI,2023-03-02 01:57:20,37.42,82,100,11.5,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,La Crosse,43.8014,-91.2396,0
1706,LA,2023-03-02 01:56:23,78.1,84,1,8.99,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Slidell,30.2752,-89.7812,0
1707,CA,2023-03-02 01:59:52,50.09,64,34,8.97,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Corcoran,36.098,-119.5604,1
1713,CA,2023-03-02 01:59:52,47.28,80,94,5.73,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Sonoma,38.55,-122.9011,1
1719,VA,2023-03-02 01:59:53,52.63,85,0,0.0,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Timberlake,37.3207,-79.2575,0
1720,TX,2023-03-02 01:59:53,61.84,62,100,4.21,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Weatherford,32.7593,-97.7972,1
1724,IA,2023-03-02 01:59:53,34.16,77,75,19.57,   Government Expenditures ,146985.0,152780.0,158470.0,161517.0,168328.0,175019.0,180499.0,187210.0,198314.0,218073.0,0.00M,,,,,,,,,,,West Des Moines,41.572,-93.7453,0
1725,MO,2023-03-02 02:00:54,53.91,48,100,8.95,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Bolivar,37.6145,-93.4105,0
